,Decimal_latitude,Decimal_longitude,StationNumber,station_name,Date/Time,water_temp_c,"Turbid- ity, NTU","Dis- solvedoxygen, mg/L","pH, water,unfltrd field, std units","Salin- ity, water,unfltrd ppth","Total nitro- gen, water,unfltrd mg/L","Ammonia water, fltrd, mg/L as N","Nitrite water, fltrd, mg/L as N","Nitrate water, fltrd, mg/L as N","Phos- phate, water,unfltrd mg/L","Ortho- phos- phate, water, fltrd, mg/L as P","Hard- ness, water,mg/L as CaCO3","Calcium water, fltrd, mg/L","Magnes- ium, water, fltrd, mg/L","Sodium, water, fltrd, mg/L","Chlor- ide, water, fltrd, mg/L","Sulfate water, fltrd, mg/L","Fluor- ide, water, fltrd, mg/L","Copper, water, fltrd, ug/L","Zinc, water, fltrd, ug/L","PCBs, water,unfltrd g/d","Rhod- amine WT, water,unfltrd ug/L","Rn-222, water,unfltrd dpm/L","E coli,definedsubstr. test, water, MPN/ 100 mL","Nitrate water,unfltrd field, mg/L","Inorg. nitro- gen,disslvd calcd, mg/L as N","Ortho- phos- phate,wat flt field, mg/L as P","Turbdty white light,det ang90+/-30corrctd NTRU","Chloro-phyll atrichro -maticmethod,uncorr, ug/L","Chlor- ine, free avail- able,wat unf mg/L","pH, water,unfltrd lab, std units","Ammonia water, fltrd,est. byregres, mg/L as N"
1392,29.78416667,-89.9375,073745253,"Reggio Canal near Wills Point, LA",07/14 14:00 CDT,33.5,--,--,--,0.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1393,29.7082661,-89.7195065,073745257,Crooked B. NW of L. Cuatro Caballo near Delacroix,07/14 14:00 CDT,31.4,--,--,--,3.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1394,29.57076989,-89.7039524,073745258,"Cow Bayou at American Bay nr Pointe-A-La-Hache, LA",07/10 03:00 CDT,30.0,--,--,--,1.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1395,29.63354395,-89.5636694,07374526,"Black Bay nr Snake Island nr Pointe-A-La-Hache, LA",07/14 14:00 CDT,30.0,--,--,--,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1396,29.5859626,-89.6060323,07374527,"Northeast Bay Gardene near Point-A-LA-Hache, LA",07/14 14:00 CDT,29.7,--,--,--,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1397,29.56930556,-89.5122222,073745275,"Black Bay nr Stone Island nr Pointe-A-La-Hache, LA",07/14 14:00 CDT,27.2,--,--,--,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1398,29.85355556,-89.9076944,295124089542100,"Caernarvon Outfall Channel at Caernarvon, LA",07/14 14:00 CDT,31.4,--,--,--,0.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1399,30.12277778,-89.2502778,300722089150100,Mississippi Sound near Grand Pass,07/14 14:00 CDT,30.6,--,--,--,18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1400,30.16694444,-89.7405556,301001089442600,"Rigolets at Hwy 90 near Slidell, LA",07/14 14:30 CDT,31.1,--,--,--,5.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1401,29.25938889,-90.1399806,07380245,"Southwestern Louisiana Canal E of Leeville, LA",07/14 14:30 CDT,31.3,--,--,--,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1402,29.2313611,-90.0485278,07380249,"Caminada Pass NW of Grand Isle, LA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,29.42272045,-89.9506268,07380251,"Barataria Bay N of Grand Isle, LA",08/29 12:00 CDT,27.4,--,6.1,8.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1404,29.4742722,-90.0066056,073802511,"Barataria Waterway at Mud Lake S of Lafitte, LA",07/14 14:00 CDT,31.3,--,--,--,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1405,29.39855505,-90.0411844,073802512,"Hackberry Bay NW of Grand Isle, LA",07/14 14:00 CDT,31.5,--,7.3,8.1,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1406,29.3336111,-89.9885,073802514,Barataria Waterway at Champagne Bay nr Grand Isle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,29.27283333,-89.9468056,073802516,"Barataria Pass at Grand Isle, LA",07/14 14:00 CDT,31.8,--,--,--,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1408,29.57673333,-89.9864083,07380255,"Bayou Dupont nr Round Lake S of Myrtle Grove, LA",07/14 14:30 CDT,31.6,--,4.5,7.8,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1409,29.30452778,-89.597,07380260,"Empire Waterway south of Empire, LA",07/14 14:00 CDT,--,--,--,8.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1410,29.56577778,-90.1655556,07380330,"Bayou Perot at Point Legard near Cutoff, LA",07/14 13:30 CDT,30.7,--,6.0,8.2,3.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1411,29.5177174,-90.1814655,07380335,"Little Lake Near Cutoff, LA",08/28 18:00 CDT,29.1,--,--,--,2.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1412,29.3247222,-89.9405,291929089562600,"Barataria Bay near Grand Terre Island, LA",07/14 14:00 CDT,31.0,--,--,--,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1413,29.46666667,-90.1,292800090060000,"Little Lake near Bay Dosgris E of Galliano, LA",07/14 14:00 CDT,31.5,--,8.3,8.0,6.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1414,29.49777778,-89.7605556,292952089453800,CRMS0282-H01-RT,07/14 14:00 CDT,30.9,--,--,--,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1415,29.85527778,-90.2047222,2951190901217,"L. Cataouatche at Whiskey Canal S of Waggaman, LA",07/14 14:00 CDT,32.2,--,--,--,0.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1416,29.91694444,-90.3177778,295501090190400,"Davis Pond Freshwater Diversion near Boutte, LA",07/14 14:00 CDT,31.1,--,--,--,0.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1417,29.64705556,-90.5367778,07381150,"Bayou Lafourche at Lockport, LA",07/14 14:30 CDT,32.4,--,--,--,0.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1418,29.24916667,-90.9211111,07381349,"Caillou Lake (Sister Lake) SW of Dulac, LA",07/14 14:00 CDT,31.5,--,--,--,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1419,29.07805556,-90.8713889,073813498,"Caillou Bay SW of Cocodrie, LA",07/14 14:00 CDT,31.6,--,--,--,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1420,29.64521343,-90.544808,07381350,"Company Canal at Hwy 1 at Lockport, LA",07/14 14:00 CDT,31.6,--,--,--,0.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1421,29.62733333,-90.5576667,07381355,"Company Canal at Salt Barrier near Lockport, LA",07/14 14:00 CDT,31.7,--,--,--,0.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1422,29.66833333,-91.0997222,073814675,"Bayou Boeuf at Railroad Bridge at Amelia, LA",07/14 14:00 CDT,32.1,--,--,--,0.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1423,29.49777778,-90.9480556,292952090565300,CRMS0411-H01-RT,07/14 14:00 CDT,32.9,--,--,--,0.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1424,48.37056947,-101.5701633,05116500,"DES LACS RIVER AT FOXHOLM, ND",07/14 14:15 CDT,21.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1425,48.9964079,-100.9584889,05124000,"SOURIS RIVER NR WESTHOPE, ND",07/14 14:00 CDT,22.1,--,9.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1426,48.9900156,-101.9582209,05114000,"SOURIS RIVER NR SHERWOOD, ND",07/14 14:00 CDT,21.8,--,8.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1427,48.45807237,-101.5837731,05115500,"LAKE DARLING NEAR FOXHOLM, ND",07/14 14:00 CDT,20.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1428,48.2458428,-101.3712745,05117500,"SOURIS RIVER ABOVE MINOT, ND",07/14 14:15 CDT,21.6,--,9.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1429,46.65968548,-96.7959154,05051522,"RED RIVER OF THE NORTH AT HICKSON, ND",07/14 13:45 CDT,22.9,--,7.6,8.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1430,46.861075,-96.7836924,05054000,"RED RIVER OF THE NORTH AT FARGO, ND",07/14 14:15 CDT,22.7,--,7.2,8.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1431,47.0926944,-96.8170556,05062130,"RED RIVER OF THE NORTH NEAR GEORGETOWN, MN",07/14 14:30 CDT,23.0,--,6.8,8.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1432,47.351918,-96.843691,05064500,"RED RIVER OF THE NORTH AT HALSTAD, MN",07/14 14:30 CDT,23.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1433,47.7027775,-99.9490145,05054500,"SHEYENNE RIVER ABOVE HARVEY, ND",07/14 14:30 CDT,20.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1434,47.90777778,-99.4155556,05055300,"SHEYENNE R AB DEVILS LK STATE OUTLET NR FLORA, ND",07/14 14:15 CDT,23.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1435,47.82138889,-99.2761111,05055400,"SHEYENNE R BL DEVILS LK STATE OUTLET NR BREMEN, ND",07/14 14:00 CDT,22.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1436,47.8608333,-98.4944444,05056678,"TOLNA COULEE NEAR TOLNA, ND",07/14 14:00 CDT,22.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1437,47.43277097,-98.0275954,05057000,"SHEYENNE RIVER NR COOPERSTOWN, ND",07/14 14:00 CDT,22.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1438,47.0338718,-98.0837077,05058000,"SHEYENNE RIVER BELOW BALDHILL DAM, ND",07/14 14:00 CDT,21.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1439,46.74638889,-96.9269444,05059300,"SHEYENNE R AB SHEYENNE R DIVERSION NR HORACE, ND",07/14 14:15 CDT,22.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1440,47.9269234,-97.0292435,05082500,"RED RIVER OF THE NORTH AT GRAND FORKS, ND",07/14 13:45 CDT,22.5,--,7.4,8.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1441,47.69038056,-96.2812889,474126096165301,WLN06     149N44W27CDBB  01 G12-R       0000620672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,47.9226749,-91.535126,05124480,"KAWISHIWI RIVER NEAR ELY, MN",07/14 14:15 CDT,22.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1443,47.7412611,-91.9961167,474428091594601,WLN08     61N13W28ADBB01  Babbitt CRN  0000786137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,47.631035,-92.5568459,05128400,"SAND RIVER NEAR BRITT, MN",07/14 13:45 CDT,18.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1445,48.6344009,-93.913228,05133500,"RAINY RIVER AT MANITOU RAPIDS, MN",07/14 14:30 CDT,29.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1446,47.82246667,-93.2440694,474921093144001,WLN01     062N23W26CDCDAB01 Togo        0000612778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,44.61579167,-111.6256694,06006000,"Red Rock Cr ab Lakes, nr Lakeview, MT",07/14 13:30 MDT,11.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1448,45.54688889,-112.338111,06023100,"Beaverhead River at Twin Bridges, MT",07/14 13:30 MDT,20.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1449,45.50691389,-112.3308889,06023000,Ruby River near Twin Bridges MT,07/14 13:45 MDT,19.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1450,45.61796667,-113.4569417,06024450,Big Hole River bl Big Lake Cr at Wisdom MT,07/14 12:45 MDT,Eqp,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1451,45.8508222,-113.068361,06024580,Big Hole River near Wise River MT,07/14 13:45 MDT,19.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1452,45.7012694,-112.7359694,06025250,Big Hole River at Maiden Rock nr Divide MT,07/14 12:45 MDT,16.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1453,45.52658056,-112.701725,06025500,Big Hole River near Melrose MT,07/14 13:15 MDT,17.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1454,45.4400944,-112.5560917,06026210,Big Hole River near Glen MT,07/14 13:30 MDT,18.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1455,45.5500222,-112.360675,06026420,"Big Hole R bl Hamilton Ditch nr Twin Bridges, MT",07/14 13:30 MDT,20.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1456,45.6132833,-112.3293972,06026500,Jefferson River near Twin Bridges MT,07/14 13:15 MDT,20.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1457,45.74750278,-112.1872278,06027600,"Jefferson River at Parsons Bdg nr Silver Star, MT",07/14 13:30 MDT,20.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1458,45.7230583,-111.741025,06035000,Willow Creek near Harrison MT,07/14 13:15 MDT,17.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1459,45.8971361,-111.5956722,06036650,Jefferson River near Three Forks MT,07/14 13:00 MDT,21.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1460,44.4593333,-110.8222722,06036805,"Firehole River at Old Faithful, YNP",07/14 13:00 MDT,15.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1461,44.6201833,-110.8635028,06036905,Firehole River near West Yellowstone MT,07/14 13:00 MDT,23.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1462,44.732725,-110.7132528,06036940,"Tantalus Creek at Norris Junction, YNP",07/14 13:30 MDT,33.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1463,44.6570722,-111.0679639,06037500,"Madison River near West Yellowstone, MT",07/14 13:30 MDT,22.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1464,44.86639167,-111.3387806,06038500,Madison River bl Hebgen Lake nr Grayling MT,07/14 13:45 MDT,13.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1465,44.88865556,-111.580886,06038800,Madison River at Kirby Ranch nr Cameron MT,07/14 13:45 MDT,17.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1466,45.2331333,-111.7516333,06040000,Madison River near Cameron MT,07/14 13:15 MDT,17.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1467,45.49023056,-111.6345056,06041000,Madison River bl Ennis Lake nr McAllister MT,07/14 13:45 MDT,20.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1468,45.29727778,-111.2113917,06043120,"Gallatin River above Deer Creek, near Big Sky, MT",07/14 13:30 MDT,14.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1469,45.88535556,-111.438286,06052500,Gallatin River at Logan MT,07/14 13:00 MDT,19.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1470,46.1465722,-111.4202778,06054500,Missouri River at Toston MT,07/14 13:00 MDT,22.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1471,46.99473889,-112.0106667,06066500,Missouri River bl Holter Dam nr Wolf Cr MT,07/14 13:45 MDT,18.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1472,47.199025,-112.0959056,06073500,Dearborn River near Craig MT,07/14 13:15 MDT,18.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1473,46.6781111,-111.1937,06076590,Camas C nr Mouth nr White Sulphur Springs MT,07/14 13:45 MDT,15.0,--,8.6,8.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1474,46.82798056,-111.1922389,06077200,Smith River bl Eagle Cr nr Fort Logan MT,07/14 13:15 MDT,17.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1475,47.50162778,-111.9319139,06085800,Sun River at Simms MT,07/14 13:30 MDT,21.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1476,48.26,-110.8916667,06101630,"Marias River at Highway 223 bridge near Chester,MT",07/14 13:45 MDT,15.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1477,47.94590278,-110.5808389,06102050,Marias River near Loma MT,07/14 13:00 MDT,21.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1478,47.63143056,-108.6877444,06115200,Missouri River near Landusky MT,07/14 12:45 MDT,22.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1479,44.92817778,-110.3942694,06188000,Lamar River nr Tower Ranger Station YNP,07/14 13:15 MDT,14.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1480,44.9851333,-110.6893444,06190540,"Boiling River at Mammoth,YNP",07/14 13:15 MDT,45.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1481,45.1121194,-110.7936667,06191500,Yellowstone River at Corwin Springs MT,07/14 13:00 MDT,16.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1482,45.5972111,-110.5664972,06192500,"Yellowstone River near Livingston, MT",07/14 12:45 MDT,16.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1483,45.74632347,-110.2324168,06195750,"Yellowstone River at Springdale, MT",07/14 13:00 MDT,17.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1484,45.84716219,-109.9407423,06195950,"Yellowstone River at Big Timber, MT",07/14 13:30 MDT,19.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1485,46.1671611,-110.5542861,06192980,"Shields River ab Smith Cr, nr Wilsall, MT",07/14 13:15 MDT,14.0,--,8.3,8.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1486,45.8001194,-108.4680306,06214500,Yellowstone River at Billings MT,07/14 13:00 MDT,20.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1487,45.25438735,-109.6998945,06204070,W Rosebud Cr at Emerald Lk Campground nr Roscoe,07/14 13:30 MDT,11.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1488,45.53674167,-109.4220556,06205000,Stillwater River near Absarokee MT,07/14 13:15 MDT,15.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1489,43.1766111,-109.2025556,06224000,"BULL LAKE CREEK ABOVE BULL LAKE, WY",07/14 13:15 MDT,17.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1490,45.46079565,-107.7492707,06287800,"Bighorn River at bridge, at St. Xavier, MT",07/14 13:30 MDT,16.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1491,45.8403861,-106.2234333,06307830,Tongue R bl Brandenberg bridge nr Ashland MT,07/14 13:15 MDT,22.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1492,46.3845944,-105.8455222,06308500,"Tongue River at Miles City, MT",07/14 13:45 MDT,23.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1493,47.67741389,-104.1554111,06329500,Yellowstone River near Sidney MT,07/14 13:00 MDT,22.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1494,48.1080792,-103.7146446,06330000,"MISSOURI RIVER NR WILLISTON, ND",07/14 13:45 CDT,22.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1495,48.2844683,-103.5729718,06331000,"LITTLE MUDDY RIVER BL COW CREEK NR WILLISTON, ND",07/14 14:15 CDT,22.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1496,46.9180722,-103.5303444,06336000,"LITTLE MISSOURI RIVER AT MEDORA, ND",10/13 11:45 CDT,4.5,--,11.6,8.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1497,44.05276555,-103.3118507,06412500,"RAPID CREEK ABV CANYON LAKE NEAR RAPID CITY,SD",07/14 13:25 MDT,11.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1498,44.5894282,-104.7038545,06427850,"BELLE FOURCHE RIVER AT DEVILS TOWER, WY",10/26 10:00 MDT,Ssn,--,Ssn,Ssn,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1499,46.81416667,-100.8213889,06342500,"MISSOURI RIVER AT BISMARCK, ND",07/14 14:15 CDT,13.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1500,47.3580547,-101.3976595,06340590,"KNIFE RIVER NR STANTON, ND",10/14 09:45 CDT,2.7,--,--,8.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1501,46.7033333,-101.2136111,06348300,"HEART RIVER AT STARK BRIDGE NR JUDSON, ND",10/30 12:15 CDT,-0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
1502,46.8338827,-100.9745789,06349000,"HEART RIVER NR MANDAN, ND",10/20 15:00 CDT,6.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
